Income,Kidhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumStorePurchases,NumWebVisitsMonth,Complain,WebPurchases,Age,Total_Spending,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
38200.0,1,19,12,0,4,0,0,1,2,7,0,0,55,17,0,1,0,0,0,0,1,0
44989.0,0,26,98,0,106,49,10,106,5,6,0,1,51,369,0,1,0,0,1,0,0,0
38443.0,1,58,32,0,5,0,0,1,3,7,0,0,57,38,0,0,0,1,1,0,0,0
38593.0,1,42,51,12,49,17,24,24,3,8,0,1,47,177,0,0,0,0,0,1,0,0
64413.0,0,27,200,5,44,0,10,20,5,5,0,1,55,279,0,0,0,1,0,0,1,0
36959.0,1,56,25,6,25,6,0,0,3,8,0,0,44,62,0,0,1,0,1,0,0,0
61996.0,0,27,1050,12,144,0,0,24,8,5,0,1,48,1230,0,0,0,1,1,0,0,0
51287.0,1,10,117,0,22,13,0,30,3,7,0,1,57,182,0,1,0,0,1,0,0,0
13260.0,1,48,9,4,17,10,2,7,3,8,0,0,55,49,0,1,0,0,1,0,0,0
47472.0,1,39,56,0,11,0,0,8,4,5,0,0,59,75,0,0,0,1,0,0,1,0
54603.0,1,85,145,13,46,17,2,4,4,7,0,1,69,227,0,0,1,0,0,0,1,0
45207.0,1,64,203,0,10,0,0,2,6,6,0,0,51,215,0,0,0,1,1,0,0,0
47821.0,1,54,9,0,16,6,6,10,3,8,0,0,58,47,0,0,0,0,0,0,1,0
27450.0,0,57,37,12,23,8,11,52,3,7,0,0,74,143,0,0,1,0,1,0,0,0
39453.0,1,64,46,0,7,0,0,2,3,6,0,0,42,55,0,1,0,0,0,0,1,0
26850.0,1,10,31,1,13,7,2,9,4,4,0,0,54,63,0,0,0,0,0,0,1,0
79800.0,0,65,1060,21,530,32,0,224,5,3,0,1,70,1867,0,1,0,0,0,0,0,1
61794.0,0,74,264,47,188,54,47,11,10,2,0,1,64,611,0,0,1,0,1,0,0,0
53863.0,0,4,399,4,30,6,4,30,7,7,0,1,70,473,0,1,0,0,0,0,1,0
24221.0,0,94,8,9,9,2,5,22,3,4,0,0,66,55,0,1,0,0,0,0,1,0
39684.0,1,41,19,0,35,6,4,17,2,7,1,0,41,81,0,0,0,1,0,1,0,0
92163.0,0,25,817,183,797,106,163,20,5,2,0,1,50,2086,0,0,1,0,1,0,0,0
69882.0,0,94,292,127,635,132,127,165,9,1,0,0,60,1478,0,0,1,0,0,1,0,0
33178.0,1,9,12,6,2,11,2,16,3,4,0,0,48,49,0,1,0,0,0,0,1,0
59973.0,0,47,130,30,168,20,34,0,7,1,0,0,53,382,0,0,0,1,1,0,0,0
17459.0,1,12,6,4,16,3,10,30,2,7,0,0,50,69,0,0,1,0,0,0,1,0
23910.0,1,80,16,12,18,7,1,13,3,7,0,0,56,67,0,1,0,0,0,0,0,0
42169.0,1,20,19,0,9,0,0,2,3,8,0,0,56,30,0,0,1,0,1,0,0,0
26224.0,1,39,4,7,15,13,9,15,3,6,0,0,47,63,0,0,0,0,1,0,0,0
31089.0,1,57,31,3,31,2,8,4,4,8,0,0,44,79,0,1,0,0,0,0,1,0
30081.0,0,27,36,0,2,0,0,4,3,7,0,0,64,42,0,1,0,0,0,1,0,0
62807.0,0,83,526,28,135,10,21,99,12,5,0,1,65,819,0,1,0,0,0,0,1,0
72906.0,0,79,400,32,519,71,75,54,9,1,0,0,70,1151,0,1,0,0,0,1,0,0
61467.0,0,69,410,16,114,0,5,49,10,5,0,1,77,594,0,0,0,1,1,0,0,0
49618.0,1,77,80,3,26,4,2,14,3,7,0,0,59,129,0,0,1,0,0,0,1,0
21888.0,1,15,88,10,46,2,3,64,2,10,0,1,39,213,0,0,1,0,0,1,0,0
26150.0,2,61,5,1,13,3,5,1,3,7,0,0,69,28,0,1,0,0,0,0,0,0
30801.0,0,23,8,4,5,15,2,11,3,7,0,0,50,45,1,0,0,0,1,0,0,0
81168.0,0,84,410,0,592,147,22,22,7,3,0,1,60,1193,0,1,0,0,1,0,0,0
26877.0,0,74,101,13,76,20,18,40,6,6,0,0,56,268,0,0,1,0,0,1,0,0
45006.0,0,90,162,25,53,16,0,10,7,3,0,0,81,266,0,0,1,0,0,0,0,1
18978.0,1,41,2,8,1,4,7,15,3,8,0,0,52,37,1,0,0,0,1,0,0,0
48240.0,0,73,389,91,248,64,49,41,13,5,0,1,56,882,0,0,0,1,0,1,0,0
45837.0,1,88,215,13,87,17,17,24,5,7,0,1,51,373,0,1,0,0,1,0,0,0
35791.0,2,94,27,0,5,0,0,3,3,8,0,0,60,35,0,0,1,0,0,1,0,0
162397.0,1,31,85,1,16,2,1,2,1,1,0,0,49,107,0,0,0,1,0,0,1,0
54162.0,1,31,5,6,10,6,5,10,3,4,0,0,47,42,0,1,0,0,0,0,0,1
30522.0,0,6,179,8,83,19,11,26,9,2,0,0,65,326,0,0,1,0,1,0,0,0
54456.0,0,23,352,0,27,10,0,15,7,6,0,1,64,404,0,0,0,1,1,0,0,0
31632.0,0,92,17,8,12,11,15,32,2,7,0,0,54,95,0,1,0,0,0,1,0,0
72298.0,0,52,625,35,169,58,17,35,6,1,0,1,76,939,0,1,0,0,0,0,0,1
36975.0,1,50,10,6,11,0,4,2,3,7,0,0,47,33,0,0,0,0,0,1,0,0
72635.0,0,54,390,22,323,104,35,107,6,3,0,1,70,981,0,0,0,0,1,0,0,0
13624.0,1,93,10,2,15,2,1,6,3,6,0,0,49,36,0,1,0,0,1,0,0,0
84196.0,0,56,215,63,507,231,31,190,7,3,0,1,50,1237,0,1,0,0,0,1,0,0
70971.0,0,28,1001,17,572,93,125,17,5,7,0,1,65,1825,0,1,0,0,0,0,1,0
34487.0,1,94,19,18,33,24,1,8,3,9,0,0,48,103,0,0,0,1,0,0,0,0
28769.0,1,76,41,5,129,10,3,3,4,9,0,1,48,191,0,1,0,0,0,1,0,0
69084.0,1,43,1181,107,199,39,30,30,13,8,0,1,55,1586,0,0,0,1,1,0,0,0
65488.0,0,46,603,45,207,36,18,54,6,1,0,0,67,963,0,0,0,1,0,0,1,0
32218.0,0,27,10,24,15,13,1,30,3,7,0,0,65,93,0,0,0,0,0,1,0,0
83917.0,0,12,514,22,732,42,198,79,7,3,0,1,52,1587,0,1,0,0,0,1,0,0
46102.0,2,3,14,0,1,0,0,1,2,7,0,0,63,16,0,1,0,0,0,0,0,0
84574.0,0,72,387,20,713,38,54,163,11,5,0,1,73,1375,0,1,0,0,0,1,0,0
56181.0,0,6,121,103,69,8,44,48,7,4,0,1,63,393,0,1,0,0,1,0,0,0
63120.0,0,53,965,69,279,54,41,69,9,7,0,1,75,1477,0,0,1,0,0,0,0,0
73691.0,0,58,707,21,250,85,43,73,8,2,0,1,54,1179,0,1,0,0,1,0,0,0
76140.0,0,57,586,66,653,17,0,26,6,2,0,1,77,1348,0,0,0,1,0,0,1,0
62859.0,0,37,1063,89,102,16,12,25,6,6,0,1,66,1307,0,0,0,1,0,0,0,0
45906.0,0,20,305,3,27,4,3,144,4,5,0,1,61,486,0,1,0,0,0,1,0,0
77632.0,0,73,1200,105,758,0,42,147,6,2,0,1,78,2252,0,0,1,0,0,0,1,0
46463.0,1,56,163,2,40,8,11,11,6,6,0,0,54,235,0,0,0,1,1,0,0,0
105471.0,0,36,1009,181,104,202,21,207,13,3,0,1,55,1724,0,1,0,0,0,0,1,0
55282.0,1,9,125,6,73,8,4,19,6,4,0,0,55,235,0,0,1,0,0,0,0,0
78710.0,0,42,721,0,152,119,50,50,12,4,0,1,48,1092,0,0,1,0,1,0,0,0
66886.0,0,28,315,4,62,41,31,146,7,5,0,1,67,599,0,1,0,0,0,0,1,0
98777.0,0,23,1000,19,711,125,115,38,9,1,0,1,65,2008,0,0,1,0,0,1,0,0
29103.0,1,38,16,0,17,6,3,6,3,9,0,0,40,48,0,1,0,0,0,0,1,0
67445.0,0,63,757,80,217,29,80,11,12,6,0,1,51,1174,0,1,0,0,1,0,0,0
50616.0,0,71,30,2,25,0,1,9,4,2,0,0,75,67,0,0,0,1,0,0,1,0
49431.0,0,9,219,3,100,26,0,17,5,8,0,1,70,365,0,1,0,0,0,0,0,0
153924.0,0,81,1,1,1,1,1,1,0,0,0,0,50,6,0,1,0,0,0,0,0,0
61278.0,0,87,111,3,28,2,6,15,4,6,0,0,72,165,0,1,0,0,0,0,1,0
73059.0,0,36,410,112,420,0,82,71,13,4,0,1,78,1095,0,0,0,1,0,0,1,0
46734.0,1,86,100,1,39,6,1,76,3,6,0,0,59,223,0,0,0,1,0,1,0,0
56253.0,0,83,509,0,65,7,11,5,9,6,0,1,62,597,0,1,0,0,0,0,1,0
58330.0,0,87,445,53,213,104,98,151,13,4,0,1,50,1064,0,1,0,0,0,0,0,1
25965.0,0,29,2,2,11,41,7,11,3,8,0,0,45,74,1,0,0,0,1,0,0,0
14661.0,0,88,4,1,11,6,2,2,3,6,0,0,69,26,0,0,1,0,0,0,1,0
18690.0,0,77,6,1,7,23,4,19,2,8,0,0,66,60,0,1,0,0,1,0,0,0
45068.0,0,25,14,0,3,0,0,3,2,7,0,0,51,20,0,0,0,1,0,0,1,0
21063.0,1,34,1,10,11,19,3,15,3,6,0,0,38,59,1,0,0,0,0,1,0,0
29187.0,1,43,26,0,6,0,0,2,3,8,0,0,57,34,0,0,0,1,1,0,0,0
54690.0,1,76,111,16,37,7,9,18,5,3,0,0,54,198,0,0,0,0,1,0,0,0
59304.0,0,81,418,61,428,80,51,10,10,5,0,1,61,1048,0,0,0,1,1,0,0,0
59247.0,0,87,327,9,122,19,14,83,9,6,0,1,63,574,0,0,1,0,0,1,0,0
66731.0,0,33,371,159,194,58,106,141,6,3,0,1,55,1029,0,1,0,0,0,0,0,1
77353.0,0,38,275,59,107,69,101,59,8,4,0,1,45,670,0,1,0,0,1,0,0,0
26751.0,2,26,1,1,5,0,3,1,2,8,0,0,51,11,0,1,0,0,1,0,0,0
81300.0,0,17,1004,12,145,32,12,36,5,5,0,1,62,1241,0,0,0,1,1,0,0,0
70337.0,0,75,187,81,149,25,43,91,12,1,0,0,46,576,0,1,0,0,0,1,0,0
36145.0,1,13,56,4,76,17,1,18,3,9,0,1,40,172,0,0,0,0,1,0,0,0
65295.0,0,19,365,32,117,34,110,6,13,2,0,0,45,664,0,0,0,1,0,1,0,0
68118.0,0,51,595,23,123,10,23,154,4,6,0,1,62,928,0,1,0,0,0,0,0,0
68743.0,0,81,1132,134,384,175,134,115,13,7,0,1,58,2074,0,1,0,0,0,0,0,0
41039.0,0,32,34,11,137,179,61,45,5,8,0,1,43,467,0,0,0,0,0,0,1,0
38946.0,0,84,116,6,82,6,6,41,6,5,0,0,70,257,0,1,0,0,0,0,1,0
65777.0,0,87,565,32,435,28,32,54,6,1,0,0,58,1146,0,1,0,0,0,0,1,0
66476.0,0,99,372,18,126,47,48,78,11,4,0,1,49,689,0,0,0,1,0,0,0,0
86857.0,0,96,899,102,838,133,102,40,10,2,0,1,53,2114,0,0,0,1,0,1,0,0
160803.0,0,21,55,16,1622,17,3,4,1,0,0,0,43,1717,0,0,0,1,1,0,0,0
77845.0,0,40,760,40,480,0,40,26,12,1,0,0,36,1346,0,0,0,1,0,0,1,0
69476.0,0,3,260,86,559,63,9,67,4,2,0,1,56,1044,0,0,0,1,0,0,1,0
50611.0,0,98,459,0,24,6,0,4,7,6,0,1,65,493,0,0,0,1,0,0,0,0
61209.0,0,73,466,0,224,119,49,99,4,2,0,1,55,957,0,1,0,0,0,1,0,0
42315.0,0,90,67,15,80,17,11,80,4,3,0,0,67,270,0,0,1,0,0,0,1,0
13084.0,0,29,2,0,7,3,7,10,3,6,0,0,73,29,1,0,0,0,0,0,1,0
47570.0,1,3,67,1,20,0,2,31,2,7,0,0,76,121,0,0,1,0,0,0,0,1
61923.0,0,94,92,4,18,3,3,6,4,3,0,0,64,126,0,0,1,0,1,0,0,0
34824.0,0,65,4,2,11,2,0,4,2,6,0,0,30,23,0,1,0,0,0,1,0,0
26518.0,1,33,20,1,28,3,3,2,3,8,0,0,76,57,0,0,0,1,0,1,0,0
45938.0,0,46,273,11,178,62,83,29,6,6,0,1,64,636,0,1,0,0,0,1,0,0
78468.0,0,29,434,22,388,104,22,34,10,4,0,1,65,1004,0,1,0,0,0,0,1,0
78901.0,0,99,321,11,309,33,26,34,5,4,0,1,52,734,0,1,0,0,0,0,0,0
71427.0,2,26,212,123,177,15,64,23,8,4,0,1,47,614,0,1,0,0,1,0,0,0
71022.0,0,30,909,12,278,0,12,242,11,8,0,1,47,1453,0,1,0,0,0,0,0,0
90247.0,0,27,1184,32,352,21,16,16,7,1,0,0,37,1621,0,0,1,0,0,1,0,0
41335.0,1,24,112,19,21,16,14,5,4,7,0,1,57,187,0,0,1,0,0,0,0,0
35682.0,1,34,23,0,8,6,2,18,3,2,0,0,55,57,0,0,0,1,0,0,0,0
43185.0,0,88,537,6,42,16,6,30,6,8,0,1,74,637,0,1,0,0,0,0,0,0
66375.0,0,96,712,0,45,0,0,191,5,7,0,0,77,948,0,0,0,1,0,0,1,0
25252.0,1,26,1,3,4,2,2,6,2,8,0,0,39,18,0,1,0,0,1,0,0,0
55250.0,0,49,664,58,83,32,0,66,10,5,0,1,60,903,0,0,1,0,0,1,0,0
33249.0,1,11,6,10,21,19,14,42,3,6,0,0,50,112,0,1,0,0,0,1,0,0
58398.0,0,44,299,5,201,21,21,49,8,4,0,1,72,596,0,1,0,0,0,0,1,0
50272.0,1,75,99,13,66,43,8,4,5,7,0,1,43,233,0,1,0,0,0,0,1,0
76618.0,0,64,749,40,294,121,160,147,5,1,0,0,50,1511,0,0,0,1,1,0,0,0
87305.0,0,19,345,25,501,63,138,80,8,2,0,1,65,1152,0,0,0,0,0,0,0,0
25851.0,1,45,9,4,18,7,5,5,3,7,0,0,47,48,0,1,0,0,0,0,1,0
58710.0,0,77,440,81,368,0,122,174,9,6,0,1,55,1185,0,1,0,0,0,0,0,0
45160.0,1,9,8,2,5,3,0,3,2,7,0,0,67,21,0,1,0,0,0,1,0,0
74806.0,0,1,670,9,249,0,28,9,5,4,0,1,60,965,0,0,1,0,1,0,0,0
59111.0,0,90,524,0,134,28,28,155,8,7,0,1,71,869,0,1,0,0,1,0,0,0
18988.0,1,43,6,0,6,2,1,1,3,7,0,0,41,16,0,0,0,1,1,0,0,0
72190.0,0,79,597,166,597,172,166,249,4,3,0,1,60,1947,0,1,0,0,1,0,0,0
7500.0,1,19,7,0,12,13,7,32,2,9,0,1,49,71,0,1,0,0,1,0,0,0
80395.0,0,62,445,25,706,80,76,48,12,2,0,1,70,1380,0,1,0,0,1,0,0,0
75012.0,0,41,294,142,218,164,58,151,11,1,0,0,49,1027,0,0,1,0,0,0,0,0
56962.0,2,60,292,3,77,10,3,26,5,7,0,1,60,411,0,0,1,0,1,0,0,0
89891.0,0,17,412,22,132,59,28,183,8,4,0,1,34,836,0,1,0,0,0,0,1,0
35946.0,1,24,8,0,3,0,0,0,3,5,0,0,76,11,0,0,0,1,0,0,0,0
53593.0,1,60,349,4,78,6,0,43,6,8,0,1,72,480,0,0,0,1,0,0,1,0
45072.0,1,74,144,2,99,7,2,30,4,8,0,1,77,284,0,0,0,1,0,0,0,0
89694.0,1,22,1126,28,211,37,28,42,4,5,0,1,52,1472,0,1,0,0,0,0,0,0
72025.0,0,46,967,0,617,43,50,0,13,2,0,1,76,1677,0,1,0,0,1,0,0,0
67432.0,0,69,432,79,341,177,136,170,4,4,0,1,52,1335,0,1,0,0,1,0,0,0
70545.0,0,29,138,39,63,55,18,21,7,2,0,1,73,334,0,0,1,0,0,0,1,0
17487.0,1,37,0,0,1,7,4,6,2,7,0,0,36,18,1,0,0,0,1,0,0,0
62882.0,0,26,509,133,497,78,24,97,6,4,0,1,56,1338,0,1,0,0,0,0,1,0
64108.0,0,8,948,10,86,13,21,21,11,5,0,1,72,1099,0,0,0,1,0,1,0,0
34941.0,1,26,39,2,25,4,3,24,3,8,0,0,69,97,0,0,1,0,0,0,1,0
48767.0,1,79,28,1,21,3,0,10,3,5,0,0,75,63,0,0,0,1,0,1,0,0
38702.0,1,71,13,11,24,13,8,40,4,6,0,0,47,109,0,0,0,0,0,0,1,0
82224.0,0,83,307,26,360,138,31,40,5,3,0,1,61,902,0,1,0,0,1,0,0,0
83844.0,0,57,901,31,345,75,31,191,11,1,0,1,73,1574,0,1,0,0,0,0,1,0
17003.0,1,37,2,5,12,4,8,7,4,5,0,0,50,38,0,0,0,0,1,0,0,0
71163.0,0,30,283,17,372,138,106,44,12,1,0,0,30,960,0,1,0,0,0,1,0,0
33697.0,1,34,4,3,7,0,3,11,2,7,0,0,55,28,0,1,0,0,0,1,0,0
63564.0,0,0,769,80,252,15,34,65,7,6,0,1,71,1215,0,0,0,0,1,0,0,0
83443.0,0,89,518,42,742,55,56,84,5,2,0,1,53,1497,0,0,0,1,0,0,1,0
51518.0,0,92,350,8,66,17,4,4,10,3,0,0,67,449,0,0,0,1,0,0,1,0
80952.0,0,20,778,178,689,41,27,44,11,8,0,1,56,1757,0,1,0,0,1,0,0,0
75507.0,0,56,709,93,374,104,80,80,6,3,0,1,46,1440,0,1,0,0,0,0,1,0
63855.0,0,28,359,35,314,93,116,89,13,4,0,1,47,1006,0,0,0,0,0,0,1,0
62220.0,0,55,799,12,375,16,12,12,5,6,0,1,53,1226,0,0,0,1,0,0,1,0
58512.0,0,25,895,10,101,13,0,152,8,8,0,0,61,1171,0,1,0,0,1,0,0,0
40662.0,1,0,40,2,23,0,4,23,3,4,0,0,46,92,0,0,1,0,1,0,0,0
38829.0,0,86,76,0,7,0,0,16,2,5,0,0,66,99,0,0,0,1,1,0,0,0
35523.0,1,8,11,5,22,12,5,11,3,7,0,0,44,66,0,0,0,0,1,0,0,0
79146.0,1,33,245,16,223,21,43,16,8,6,0,1,58,564,0,1,0,0,0,1,0,0
78285.0,0,13,647,107,391,175,67,40,10,3,0,1,37,1427,0,0,1,0,1,0,0,0
31626.0,1,12,39,1,9,2,1,34,2,7,0,0,47,86,0,0,0,1,0,1,0,0
75127.0,0,92,203,35,305,46,17,227,5,1,0,0,73,833,0,1,0,0,0,1,0,0
48726.0,0,90,138,3,38,4,0,59,4,6,0,0,70,242,0,1,0,0,1,0,0,0
74985.0,0,8,587,51,898,247,0,86,7,2,0,0,48,1869,0,1,0,0,1,0,0,0
67430.0,0,6,595,97,291,127,133,121,12,6,0,1,38,1364,0,1,0,0,0,0,1,0
46891.0,0,91,43,12,23,29,15,61,4,4,0,0,60,183,0,0,0,0,1,0,0,0
62058.0,0,52,301,7,74,10,0,58,7,6,0,1,69,450,0,0,1,0,1,0,0,0
72063.0,0,3,180,32,348,76,32,90,12,2,0,1,46,758,0,1,0,0,1,0,0,0
78939.0,0,57,794,115,243,150,0,205,6,3,0,1,74,1507,0,0,0,1,1,0,0,0
42720.0,1,9,392,5,91,28,26,112,7,8,0,1,60,654,0,1,0,0,0,1,0,0
33622.0,1,22,39,1,22,3,4,12,4,7,0,0,53,81,0,1,0,0,1,0,0,0
6835.0,0,76,107,2,12,2,2,12,1,20,0,0,68,137,0,0,0,1,0,0,1,0
41452.0,1,86,13,0,3,0,0,0,2,7,0,0,72,16,0,1,0,0,0,0,1,0
40760.0,0,64,70,0,17,0,0,6,3,6,0,0,60,93,0,0,0,1,0,1,0,0
74250.0,0,90,680,11,392,75,0,0,4,1,0,0,67,1158,0,0,0,1,0,0,1,0
51124.0,1,79,26,1,11,0,1,4,3,3,0,0,70,43,0,0,1,0,0,1,0,0
72258.0,0,28,522,0,522,227,120,134,5,2,0,1,54,1525,0,1,0,0,0,1,0,0
71466.0,0,86,412,12,546,78,182,0,10,1,0,1,51,1230,0,0,0,1,0,1,0,0
36283.0,1,42,6,5,5,8,0,5,3,4,0,0,49,29,0,1,0,0,0,0,1,0
20587.0,1,39,2,3,6,4,1,9,2,7,0,0,55,25,0,1,0,0,0,1,0,0
30467.0,1,8,1,3,8,2,5,5,2,7,0,0,53,24,0,1,0,0,1,0,0,0
31590.0,1,40,6,2,15,6,6,3,3,8,0,0,53,38,0,1,0,0,0,0,1,0
20425.0,1,5,4,12,5,3,16,17,3,7,0,0,39,57,1,0,0,0,1,0,0,0
17144.0,1,96,18,2,19,0,2,6,4,7,0,0,65,47,0,0,1,0,0,0,1,0
42564.0,0,28,324,48,186,39,18,198,4,7,0,1,57,813,0,0,0,1,0,0,0,0
43783.0,1,22,327,9,125,25,4,139,8,7,0,1,47,629,0,0,1,0,1,0,0,0
40780.0,0,30,229,27,71,13,3,34,5,9,0,1,49,377,0,1,0,0,0,0,0,0
62847.0,0,45,521,168,706,80,76,61,4,2,0,0,80,1612,0,0,1,0,0,0,1,0
82017.0,0,58,184,23,446,30,23,23,7,2,0,1,68,729,0,0,0,1,1,0,0,0
16813.0,0,49,4,8,11,12,2,13,3,7,0,0,75,50,0,1,0,0,0,1,0,0
51267.0,1,37,183,2,64,7,2,12,5,4,0,0,47,270,0,1,0,0,1,0,0,0
46524.0,0,70,31,19,35,26,14,52,5,3,0,0,64,177,0,1,0,0,0,1,0,0
45183.0,0,33,219,3,60,12,9,12,7,7,0,1,63,315,0,0,1,0,0,1,0,0
70421.0,0,98,479,28,136,75,14,35,7,6,0,1,71,767,0,0,0,1,1,0,0,0
60161.0,0,17,584,44,212,46,8,177,8,8,0,1,60,1071,0,0,0,0,0,0,0,0
73926.0,0,54,627,91,597,159,91,15,12,3,0,1,52,1580,0,1,0,0,0,0,1,0
19329.0,1,39,24,1,16,12,2,5,3,8,0,1,57,60,0,1,0,0,1,0,0,0
61872.0,0,81,330,5,159,36,27,16,9,4,0,1,55,573,0,0,1,0,1,0,0,0
46984.0,1,71,19,1,10,2,1,8,3,5,0,0,69,41,0,1,0,0,0,0,0,1
34838.0,1,62,28,23,29,29,14,47,4,6,0,0,74,170,0,1,0,0,1,0,0,0
82716.0,0,8,606,148,228,15,148,22,13,2,0,1,81,1167,0,0,0,1,0,1,0,0
48192.0,0,76,1039,43,204,153,58,29,12,8,0,0,67,1526,0,1,0,0,1,0,0,0
49681.0,0,66,411,0,26,0,0,21,7,7,0,1,49,458,0,0,1,0,1,0,0,0
56850.0,0,83,34,1,19,2,7,0,3,2,0,0,54,63,0,0,1,0,1,0,0,0
55267.0,0,28,161,28,136,32,3,45,6,3,0,0,68,405,0,1,0,0,1,0,0,0
59666.0,1,87,623,53,178,23,17,133,8,8,0,0,53,1027,0,1,0,0,1,0,0,0
72504.0,0,43,604,26,470,123,161,94,6,2,0,1,53,1478,0,1,0,0,0,1,0,0
26872.0,0,0,3,10,8,3,16,32,2,6,0,0,44,72,0,1,0,0,1,0,0,0
21359.0,1,1,12,2,17,6,1,10,3,8,0,0,53,48,0,1,0,0,0,1,0,0
73170.0,0,1,184,174,256,50,30,32,6,2,0,1,50,726,0,1,0,0,0,1,0,0
52750.0,0,72,393,0,239,90,69,69,9,4,0,1,70,860,0,0,1,0,1,0,0,0
91820.0,0,72,410,73,747,76,161,30,12,1,0,1,39,1497,0,0,0,1,0,0,1,0
65968.0,0,12,376,9,83,19,4,4,7,3,0,1,55,495,0,0,0,1,0,0,1,0
30772.0,1,89,7,2,4,2,1,4,2,6,0,0,49,20,0,1,0,0,1,0,0,0
22507.0,0,67,68,0,226,51,157,68,4,9,0,1,71,570,0,1,0,0,0,1,0,0
65685.0,0,54,642,14,49,0,7,57,9,5,0,1,53,769,0,1,0,0,1,0,0,0
25804.0,1,34,8,7,9,13,6,12,3,8,0,0,47,55,0,0,0,0,1,0,0,0
76412.0,0,15,840,53,804,23,71,17,8,3,0,1,45,1808,0,0,0,1,0,1,0,0
22063.0,1,43,7,10,13,3,11,11,3,7,0,0,53,55,0,1,0,0,1,0,0,0
57091.0,0,0,464,5,64,7,0,37,7,5,0,1,64,577,0,1,0,0,0,1,0,0
78353.0,0,51,752,122,476,39,153,34,11,8,0,1,66,1576,0,0,0,0,0,0,0,0
93404.0,1,97,1279,15,287,20,0,15,7,5,0,0,71,1616,0,1,0,0,1,0,0,0
37859.0,1,75,22,1,8,2,1,2,3,8,0,0,63,36,0,1,0,0,0,0,0,0
80995.0,0,83,860,28,409,73,56,56,4,4,0,1,67,1482,0,0,0,1,0,0,0,1
16529.0,1,23,3,0,5,13,0,1,3,6,0,0,41,22,0,1,0,0,0,0,1,0
55412.0,1,65,10,5,28,11,1,8,3,5,0,0,49,63,0,0,0,1,0,0,0,0
48789.0,0,94,351,16,156,7,5,145,7,6,0,1,33,680,0,1,0,0,0,1,0,0
56575.0,0,42,421,5,90,0,16,10,7,5,0,1,58,542,0,0,0,1,0,0,1,0
25130.0,1,10,2,5,7,0,18,18,3,7,0,0,45,50,0,0,0,0,0,0,1,0
35441.0,1,94,25,1,9,2,1,1,3,8,0,0,58,39,0,1,0,0,1,0,0,0
71391.0,0,50,336,123,274,46,123,141,12,3,0,1,69,1043,0,1,0,0,1,0,0,0
49494.0,1,46,191,9,97,0,6,82,5,7,0,1,53,385,0,0,1,0,0,1,0,0
81702.0,0,98,563,50,774,28,31,187,12,3,0,1,45,1633,0,1,0,0,0,0,0,0
45889.0,0,42,31,0,6,0,1,8,3,6,0,0,45,46,0,0,0,0,0,1,0,0
56628.0,0,30,479,5,82,7,17,171,5,5,0,1,48,761,0,1,0,0,0,1,0,0
34026.0,1,11,18,6,15,12,8,17,3,5,0,0,75,76,0,1,0,0,0,0,1,0
40049.0,0,61,91,65,52,10,44,28,6,5,0,0,51,290,0,1,0,0,1,0,0,0
34176.0,1,12,5,7,24,19,14,20,4,6,0,0,37,89,0,1,0,0,0,1,0,0
19419.0,1,76,2,14,28,16,3,7,3,9,0,1,44,70,0,1,0,0,1,0,0,0
82504.0,0,2,362,50,431,134,35,54,7,1,0,0,65,1066,0,0,0,0,1,0,0,0
81205.0,0,43,724,74,929,97,55,130,7,2,0,1,55,2009,0,1,0,0,0,0,1,0
61618.0,0,27,605,91,399,0,45,205,8,3,0,0,34,1345,0,0,0,0,0,1,0,0
55284.0,0,60,547,7,140,0,7,63,8,5,0,1,69,764,0,0,1,0,0,1,0,0
49980.0,0,79,104,1,54,13,9,14,5,5,0,0,62,195,0,1,0,0,0,1,0,0
15072.0,2,96,8,2,15,0,10,18,3,5,0,0,45,53,0,1,0,0,1,0,0,0
49166.0,0,17,224,2,25,7,0,110,3,6,0,1,51,368,0,1,0,0,0,1,0,0
82347.0,0,38,556,54,845,202,133,63,10,3,0,1,68,1853,0,0,0,0,1,0,0,0
30843.0,1,43,24,0,2,0,0,9,2,5,0,0,59,35,0,0,0,1,0,0,1,0
46374.0,0,1,408,0,21,0,0,17,7,8,0,1,51,446,0,0,0,1,1,0,0,0
60474.0,0,25,265,199,303,234,9,170,12,7,0,1,46,1180,0,1,0,0,0,1,0,0
38576.0,0,2,34,0,7,0,0,0,3,7,0,0,52,41,0,0,1,0,1,0,0,0
55357.0,2,66,374,64,116,84,25,64,11,5,0,1,40,727,0,1,0,0,1,0,0,0
37758.0,1,49,27,2,10,0,0,1,3,8,0,0,59,40,0,1,0,0,0,0,1,0
85710.0,0,5,600,20,350,29,30,33,10,2,0,1,36,1062,0,0,0,0,1,0,0,0
23228.0,1,71,13,2,18,6,1,0,3,8,0,0,56,40,0,1,0,0,0,0,1,0
44602.0,1,35,167,2,89,0,0,34,4,8,0,1,56,292,0,0,1,0,0,0,1,0
7500.0,0,94,0,2,3,4,1,5,3,6,0,0,38,15,0,1,0,0,1,0,0,0
38683.0,1,80,46,35,69,84,41,66,6,7,0,1,36,341,0,0,0,0,0,0,1,0
49514.0,1,61,88,39,78,58,13,93,4,7,0,1,50,369,0,0,0,0,0,1,0,0
